Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,HomePlanet_Europa,HomePlanet_Mars,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Room,Starboard,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck
0,0,0,0,0,0,0,1,0,0,1,11,0,0,0.4177215189873418,0,0.0,0.005499940648122503,0.000120598166907863,0.08602096351542028,0.015310704022988505
0,0,0,0,0,1,0,0,0,1,0,195,0,1,0.25316455696202533,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,1,0,0,0,0,1,195,0,1,0.02531645569620253,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,1,0,0,0,0,1,195,0,1,0.02531645569620253,0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,0,0,0,1,0,1,96,1,1,0.5443037974683544,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,1,0,1,256,1,1,0.12658227848101267,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,1,0,1,256,1,0,0.3291139240506329,0,0.19417307858563154,0.0,0.04003859141341052,0.0008566821205402137,0.00035919540229885057
0,0,0,1,0,0,0,0,1,0,1,96,1,0,0.5316455696202531,0,0.002247773839370623,0.0,0.10154365653642065,0.021669018343075993,0.0
0,0,0,0,0,1,0,0,0,0,1,197,0,1,0.3037974683544304,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,1,0,1,268,0,0,0.4050632911392405,0,0.08697155701564796,0.0,0.04486251808972504,0.006349526305180407,0.0
0,0,0,0,1,0,0,0,0,0,1,270,0,0,0.2911392405063291,0,0.0,0.0015035808966090294,0.0,0.016982463213061884,0.020114942528735632
0,1,0,0,0,0,0,1,0,0,0,51,0,1,0.389873417721519,0,0.0,0.0,0.0,0.0,0.0
0,1,0,0,0,0,0,1,0,0,1,51,0,1,0.18987341772151897,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,1,0,0,0,0,1,202,1,1,0.18987341772151897,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,1,0,0,0,0,1,204,1,0,0.3189873417721519,0,0.0,0.012107783009535869,0.000120598166907863,0.03033662568030639,0.0
0,0,0,0,0,1,0,0,0,0,1,204,1,1,0.18987341772151897,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,1,0,0,0,0,0,204,1,0,0.16455696202531644,0,0.0,0.01875519328928105,0.0,0.0,0.0
0,0,0,0,0,0,0,1,0,0,1,12,0,0,0.4177215189873418,0,0.0002593585199273796,0.038657856210184784,0.0,0.09614996976416046,0.3393049568965517
0,0,0,0,0,0,0,1,0,0,1,12,0,0,0.5949367088607594,0,0.0,0.16586871364697503,0.10709117221418235,0.045404152388631325,8.979885057471264e-05
0,0,0,0,0,0,0,1,0,0,0,12,0,0,0.34177215189873417,0,0.19028270078672085,0.018240810350967435,0.0,0.012648659544446684,0.007139008620689655
0,0,0,0,1,0,0,0,0,1,0,259,1,0,0.22784810126582278,0,0.002939396559176969,0.006267558263759744,0.0,5.0393065914130216e-05,0.027433548850574713
0,0,0,0,0,1,0,0,0,0,1,201,0,0,0.12658227848101267,0,0.0,0.0,0.0,0.005301350534166498,0.0
0,0,0,0,0,1,0,0,0,0,1,205,1,1,0.5063291139240507,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,1,0,0,0,0,0,205,1,1,0.35443037974683544,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,1,0,0,263,1,0,0.2911392405063291,0,0.10737442724993516,0.0010287658766272307,0.0,0.0009574682523684742,0.0
0,0,0,1,0,0,0,0,1,0,1,99,1,0,0.2911392405063291,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,1,0,0,263,1,1,0.5189873417721519,0,0.0,0.0,0.0,0.0,0.0
0,0,1,0,0,0,0,0,1,0,1,47,1,0,0.25316455696202533,0,0.007694302757845595,0.0,0.31596719729860107,0.0,0.0
0,0,0,0,1,0,0,0,1,0,1,263,1,1,0.3670886075949367,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,1,0,1,263,1,1,0.21518987341772153,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,1,0,1,263,1,0,0.26582278481012656,0,0.001988415319443244,0.0,0.15038591413410518,0.0008566821205402137,4.489942528735632e-05
0,0,0,0,1,0,0,0,1,0,1,273,0,1,0.31645569620253167,0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,0,0,0,1,0,1,84,0,0,0.31645569620253167,0,0.06976744186046512,0.006647410279745183,0.005426917510853836,0.0,0.0
0,0,0,0,0,1,0,0,0,0,1,204,0,0,0.35443037974683544,0,0.0,0.006766114034740632,0.03229618909792571,0.0,0.01257183908045977
0,0,0,0,1,0,0,0,1,0,1,264,1,1,0.3037974683544304,0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,0,0,0,1,0,1,101,1,0,0.7088607594936709,0,0.08091985821734243,0.0,0.04377713458755427,0.0,0.0
0,0,0,0,0,1,0,0,0,0,1,205,0,0,0.45569620253164556,0,0.005446528918474972,0.02199976259249001,0.0,0.009675468655513001,0.0
0,0,0,0,1,0,0,0,0,1,0,266,1,0,0.25316455696202533,0,0.08800899109535748,0.0,0.0,0.010129006248740174,0.0004938936781609196
0,0,0,0,1,0,0,0,0,0,1,266,1,0,0.6329113924050633,0,0.007780755597821388,0.02694575238396708,0.00120598166907863,0.0,0.0009877873563218392
0,0,0,0,0,1,0,0,0,1,0,207,0,1,0.3670886075949367,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,0,0,1,274,0,0,0.43037974683544306,0,0.0008645283997579321,0.03561112649863491,0.0,0.001159040516024995,0.0
0,0,0,0,0,1,0,0,0,1,0,209,0,1,0.5063291139240507,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,1,0,0,0,0,1,209,0,0,0.25316455696202533,0,0.0,0.07209274720056978,0.0,0.0,0.00026939655172413793
0,0,0,0,0,1,0,0,0,0,1,210,0,1,0.45569620253164556,0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,0,0,0,0,0,1,103,1,0,0.31645569620253167,0,0.0001729056799515864,0.005737348158113402,0.1000964785335263,0.0007055029227978231,4.489942528735632e-05
1,0,0,0,0,0,0,1,0,0,0,59,1,1,0.31645569620253167,1,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,1,0,0,0,1,0,211,1,1,0.21518987341772153,0,0.0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,1,0,0,1,46,0,0,0.5316455696202531,0,0.0,0.11075060341075457,0.0027737578388808493,0.007609352953033663,0.056573275862068964
0,0,0,0,0,1,0,0,0,1,0,213,1,1,0.5949367088607594,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,0,0,1,277,0,0,0.2911392405063291,0,0.01832800207486816,0.03292050805207138,0.04377713458755427,0.0017637573069945575,0.0
0,0,0,1,0,0,0,0,1,0,1,87,0,0,0.36455696202531646,0,0.011498227716780496,0.0,0.14061746261456826,0.0,0.0
0,0,1,0,0,0,0,0,1,0,1,50,1,0,0.49367088607594933,1,0.17394311403129592,0.0015035808966090294,0.15364206464061747,0.0,0.0
0,0,0,1,0,0,0,0,1,0,1,107,1,1,0.5443037974683544,0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,0,0,0,0,0,1,88,0,0,0.2911392405063291,0,0.0,0.06287342222925653,0.0,0.0,0.002244971264367816
0,0,0,0,1,0,0,0,0,0,1,281,0,0,0.5822784810126582,0,0.0,0.021762355082499112,0.0417269657501206,0.0003023583954847813,0.0
0,0,0,0,0,0,0,1,0,0,0,15,1,1,0.3924050632911392,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,1,0,0,1,15,1,0,0.46835443037974683,0,0.003890377798910694,0.0006726546116408816,0.02568740955137482,0.16040112880467647,0.007228807471264368
0,0,0,0,0,0,0,1,0,0,0,15,1,0,0.6075949367088608,0,0.005014264718596006,0.00415463142484074,0.0,0.3797621447288853,0.004624640804597701
0,0,0,0,1,0,0,0,1,0,1,276,1,0,0.35443037974683544,0,0.02593585199273796,0.0,0.08936324167872649,0.0,0.0
0,0,0,0,1,0,0,0,1,0,1,277,1,0,0.4810126582278481,0,0.040892193308550186,0.0,0.10504100337674868,0.00010078613182826043,0.0
0,0,1,0,0,0,0,0,1,0,1,51,1,0,0.3924050632911392,0,0.22175153453790958,0.0003561112649863491,0.000482392667631452,0.0,0.0
0,0,0,0,1,0,0,0,0,0,1,278,1,0,0.4430379746835443,0,0.0015561511195642777,0.00015827167332726626,0.11167390255668114,0.0,0.0
0,0,0,0,0,1,0,0,0,1,0,224,0,0,0.35443037974683544,0,0.0,0.0,0.0,0.02126587381576295,0.01575969827586207
0,0,0,0,1,0,0,0,0,0,1,284,0,0,0.3670886075949367,0,0.002939396559176969,0.010287658766272308,0.0028943560057887122,0.024440636968353156,0.0
0,0,0,0,0,1,0,0,0,0,1,226,0,0,0.24050632911392406,0,0.0,0.006884817789736083,0.0,0.024692602297923805,0.0004489942528735632
0,0,0,0,0,1,0,0,0,0,1,228,0,0,0.27341772151898736,0,0.0017290567995158642,0.022593281367467258,0.0,0.0018141503729086877,0.0
0,0,0,1,0,0,0,0,1,0,1,90,0,0,0.5569620253164557,0,0.09008385925477652,0.0,0.000602990834539315,5.0393065914130216e-05,0.0
0,0,0,0,0,1,0,0,0,0,1,222,1,0,0.7468354430379747,0,8.64528399757932e-05,3.9567918331816565e-05,0.0,0.0388530538197944,0.0
0,0,0,0,1,0,0,0,0,0,0,281,1,0,0.2911392405063291,0,0.015820869715570157,0.0014244450599453964,0.0,0.0,0.0188128591954023
0,0,0,0,0,1,0,0,0,1,0,232,0,0,0.6075949367088608,0,0.0001729056799515864,0.0,0.0,0.039457770610763956,0.0
0,0,0,0,0,1,0,0,0,0,1,225,1,1,0.620253164556962,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,1,0,0,0,0,1,234,0,0,0.18987341772151897,0,0.0,0.024848652712380803,0.0,0.0,0.0
0,0,0,0,1,0,0,0,1,0,1,283,1,0,0.37974683544303794,0,0.06907581914065877,0.0,0.011818620356970575,0.0020157226365652087,0.029678520114942528
0,0,0,0,1,0,0,0,1,0,1,283,1,0,0.25316455696202533,0,0.05870147834356359,0.0013848771416135799,0.13145200192957068,0.0025196532957065107,0.0
0,0,0,0,0,1,0,0,0,0,1,235,0,1,0.25316455696202533,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,1,0,0,0,0,1,226,1,0,0.0759493670886076,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,1,0,0,0,0,1,226,1,1,0.012658227848101266,0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,0,0,0,0,0,1,472,1,0,0.012658227848101266,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,1,0,0,0,0,1,226,1,0,0.02531645569620253,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,1,0,0,0,0,1,226,1,1,0.10126582278481013,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,1,0,0,0,1,0,236,0,1,0.3670886075949367,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,0,0,1,286,0,0,0.5443037974683544,0,0.003544566439007521,0.0,0.0,0.0,0.025592672413793104
0,0,0,0,0,1,0,0,0,0,1,237,0,0,0.9240506329113924,0,0.00043226419987896605,0.0,0.0,0.02862326143922596,0.0024694683908045977
0,0,0,0,1,0,0,0,0,0,1,288,0,0,0.6075949367088608,0,0.0,7.913583666363313e-05,0.09334298118668596,0.0,0.00426544540229885
0,0,0,0,0,1,0,0,0,0,0,227,1,0,0.3037974683544304,0,0.0445232125875335,0.000633086693309065,0.0,0.0038298730094738966,0.00475933908045977
1,0,0,0,0,0,0,1,0,0,1,48,0,0,0.25316455696202533,0,0.0853289530561079,0.14604518656273494,0.0,0.0,0.03573994252873563
1,0,0,0,0,0,0,1,0,0,1,48,0,0,0.21518987341772153,0,8.64528399757932e-05,0.06322953349424287,0.0,0.37784720822414836,0.0
0,0,0,0,0,1,0,0,0,0,1,238,0,1,0.5316455696202531,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,1,0,1,284,1,1,0.27848101265822783,0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,0,0,0,0,1,0,92,0,0,0.6835443037974683,0,0.02074868159419037,0.0,0.07585624698504582,0.0,0.0
0,0,0,0,0,1,0,0,0,0,1,228,1,1,0.5189873417721519,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,1,0,0,0,1,0,239,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,1,0,0,0,0,1,239,0,0,0.25316455696202533,0,0.0,0.024492541447394454,0.019898697539797394,0.0,0.0
0,1,0,0,0,0,0,1,0,0,0,57,1,0,0.6835443037974683,0,8.64528399757932e-05,0.027499703240612513,0.0,0.026305180407175974,0.33144755747126436
0,1,0,0,0,0,0,1,0,0,0,57,1,0,0.9240506329113924,0,0.0019019624794674504,0.001187037549954497,0.0,0.08143519451723442,0.004624640804597701
0,0,0,0,1,0,0,0,0,0,0,286,1,0,0.21518987341772153,0,0.05040200570588744,3.9567918331816565e-05,0.0,0.0,0.00026939655172413793
0,0,0,1,0,0,0,0,0,0,1,365,0,0,0.26582278481012656,0,0.0,0.0,0.002170767004341534,0.0381979439629107,0.0
0,0,0,0,0,1,0,0,0,0,0,241,0,1,0.7594936708860759,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,1,0,0,0,0,1,242,0,1,0.6329113924050633,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,1,0,1,294,0,1,0.21518987341772153,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,1,0,1,294,0,1,0.22784810126582278,0,0.0,0.0,0.0,0.0,0.0
0,1,0,0,0,0,0,1,0,0,0,54,0,0,0.31645569620253167,0,0.0,0.006726546116408816,0.000120598166907863,0.03028623261439226,0.3353987068965517
0,1,0,0,0,0,0,1,0,0,0,54,0,0,0.7215189873417721,1,8.64528399757932e-05,0.14390851897281684,0.0,0.00015117919774239064,0.11710668103448277
0,1,0,0,0,0,0,1,0,0,0,54,0,1,0.5822784810126582,0,0.0,0.0,0.0,0.0,0.0
0,1,0,0,0,0,0,1,0,0,1,54,0,1,0.8987341772151899,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,0,0,1,296,0,0,0.26582278481012656,0,0.0002593585199273796,0.00019783959165908284,0.00036179450072358903,0.03522475307397702,0.0
0,0,0,0,1,0,0,0,1,0,1,297,0,0,0.4810126582278481,0,0.027319097432350652,0.0,0.004341534008683068,0.0463616206409998,0.0
0,0,0,0,1,0,0,0,0,0,1,290,1,0,0.2911392405063291,0,0.0006916227198063456,0.0,0.0,0.033813747228381374,0.0005387931034482759
0,0,0,0,1,0,0,0,1,0,1,292,1,0,0.3037974683544304,0,0.0013832454396126913,0.0005935187749772485,0.15400385914134107,0.02277766579318686,0.0
0,0,0,0,0,1,0,0,0,1,0,232,1,1,0.31645569620253167,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,1,0,0,0,1,0,233,1,1,0.4430379746835443,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,1,0,0,0,1,0,234,1,0,0.26582278481012656,0,0.0,0.0015827167332726627,0.07356488181379643,0.00035275146139891153,0.002110272988505747
0,0,0,0,1,0,0,0,0,0,1,294,1,0,0.27848101265822783,0,0.05429238350479813,0.008388398686345111,0.0,0.0,0.0028286637931034483
1,0,0,0,0,0,0,1,0,0,0,49,0,0,0.7594936708860759,0,0.0,0.0024927788549044434,0.0,0.0,0.2614942528735632
1,0,0,0,0,0,0,1,0,0,1,49,0,0,0.3670886075949367,0,0.0,0.14153444387290787,0.02604920405209841,0.03643418665591615,0.09823994252873564
0,0,0,1,0,0,0,0,0,0,1,112,1,0,0.620253164556962,0,0.05826921414368462,0.0008704942032999644,0.03630004823926677,0.0,0.0
0,0,0,0,1,0,0,0,1,0,1,296,1,1,0.34177215189873417,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,0,0,1,301,0,0,0.2911392405063291,0,8.64528399757932e-05,0.0,0.30402797877472265,0.0,0.002649066091954023
0,0,0,1,0,0,0,0,1,0,1,113,1,0,0.2911392405063291,0,0.13452061900233422,0.0,0.0037385431741437532,0.0,0.0
0,0,1,0,0,0,0,0,1,0,1,55,1,0,0.4177215189873418,0,0.28555373044004495,0.0,0.00482392667631452,5.0393065914130216e-05,0.0
0,0,0,0,1,0,0,0,0,1,0,302,0,0,0.4430379746835443,0,0.0,0.01669766153602659,0.0,0.0,0.12279992816091954
1,0,0,0,0,0,0,1,0,0,1,66,1,0,0.34177215189873417,0,0.0,0.2023107664305781,0.0,0.0,0.00031429597701149425
0,0,0,0,1,0,0,0,1,0,1,303,0,0,0.5569620253164557,0,0.14627820523904211,0.0,0.006271104679208876,0.0,0.00031429597701149425
0,0,1,0,0,0,0,0,1,0,0,51,0,0,0.22784810126582278,0,0.09561684101322729,0.0,0.008924264351181863,0.0,0.0
0,0,0,0,0,1,0,0,0,0,0,238,1,1,0.3924050632911392,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,1,0,0,0,0,1,239,1,0,0.26582278481012656,0,0.007434944237918215,0.0874055315949828,0.11987457790641583,0.026960290264059664,0.006375718390804598
0,0,0,0,1,0,0,0,1,0,1,302,1,1,0.34177215189873417,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,1,0,1,302,1,0,0.45569620253164556,0,0.09449295409354197,0.0,0.18885672937771347,0.0,0.0
0,0,0,0,0,1,0,0,0,1,0,246,0,1,0.4177215189873418,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,0,0,1,304,0,0,0.37974683544303794,0,0.0,0.0,0.08490110950313555,0.0,0.0
0,0,0,0,0,1,0,0,0,0,1,241,1,1,0.3670886075949367,0,0.0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,1,0,0,0,67,1,0,0.4050632911392405,0,0.0,0.42381197325208725,0.0,0.009524289457770611,0.0008979885057471264
1,0,0,0,0,0,0,1,0,0,0,51,0,1,0.3924050632911392,0,0.0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,1,0,0,1,51,0,1,0.34177215189873417,0,0.0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,1,0,0,0,68,1,1,0.31645569620253167,0,0.0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,1,0,0,0,52,0,1,0.4810126582278481,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,0,0,1,305,1,0,0.5949367088607594,0,0.0,0.0,0.0,0.033864140294295506,0.0039960488505747125
0,0,0,0,0,1,0,0,0,0,1,243,1,0,0.3037974683544304,0,0.019365436154577677,0.0,0.07054992764109985,0.0,0.0
0,0,0,0,0,1,0,0,0,0,1,244,1,1,0.5822784810126582,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,1,0,0,0,0,1,245,1,1,0.20253164556962025,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,0,0,1,313,0,0,0.37974683544303794,0,0.0,0.027341431567285246,0.045586107091172216,0.0008566821205402137,0.0
0,0,0,0,0,1,0,0,0,0,1,250,0,0,0.0,0,0.0,0.0,0.0,0.00036283007458173756,0.0
0,0,0,0,1,0,0,0,1,0,1,306,1,1,0.7594936708860759,0,0.0,0.0,0.0,0.0,0.0
0,1,0,0,0,0,0,1,0,0,1,59,1,0,0.6329113924050633,0,0.0005187170398547592,0.03418668143868951,0.0,0.0006047167909695626,0.17407507183908047
0,0,0,0,0,1,0,0,0,1,0,247,1,1,0.46835443037974683,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,1,0,0,0,0,0,247,1,1,0.34177215189873417,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,1,0,1,315,0,0,0.3670886075949367,0,0.054724647704677096,0.0,0.07042932947419199,0.0,0.0
1,0,0,0,0,0,0,1,0,0,1,69,1,0,0.29620253164556964,0,0.01486988847583643,3.9567918331816565e-05,0.0,0.4534872001612578,0.0008979885057471264
1,0,0,0,0,0,0,1,0,0,1,69,1,0,0.27848101265822783,0,0.0,0.2436592410873264,0.0,0.0061479540415238865,0.025951867816091954
0,0,0,0,1,0,0,0,1,0,1,316,0,0,0.34430379746835443,0,0.017377020835134434,0.050488663791397936,0.13519054510371442,0.0,0.0
0,0,0,1,0,0,0,0,1,0,1,100,0,0,0.3240506329113924,0,0.13028442984352037,0.0,0.9668355041003377,0.0,0.0
0,0,0,1,0,0,0,0,0,0,1,115,1,0,0.17721518987341772,0,0.008472378317627734,0.0,0.0,0.012648659544446684,0.019845545977011495
0,0,0,0,1,0,0,0,0,0,1,318,0,0,0.3569620253164557,0,0.0,0.0,0.04896285576459238,0.015017133642410804,0.0005387931034482759
0,0,0,0,0,1,0,0,0,1,0,258,0,1,0.25316455696202533,0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,0,0,0,1,0,1,117,1,0,0.24050632911392406,0,0.08835480245526066,0.0,0.0,0.0,0.0
0,0,1,0,0,0,0,0,1,0,0,52,0,0,0.17721518987341772,0,0.009509812397337253,0.0,0.3338157260009648,0.0034267284821608546,0.006061422413793103
0,0,0,0,0,1,0,0,0,0,1,260,0,1,0.8734177215189873,0,0.0,0.0,0.0,0.0,0.0
0,1,0,0,0,0,0,1,0,0,1,61,1,0,0.3291139240506329,0,0.0,0.0,0.0,0.04464825639991937,0.640625
1,0,0,0,0,0,0,1,0,0,0,70,1,0,0.31645569620253167,0,0.0,0.043722549756657306,0.0,0.08224148357186051,0.35933010057471265
0,0,1,0,0,0,0,0,1,0,1,58,1,0,0.45569620253164556,0,0.0014696982795884845,0.0,0.06886155330438977,0.00015117919774239064,0.026535560344827586
0,0,0,0,0,1,0,0,0,0,1,251,1,1,0.43037974683544306,0,0.0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,1,0,0,1,72,1,0,0.05063291139240506,0,0.0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,1,0,0,1,72,1,0,0.012658227848101266,0,0.0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,1,0,0,1,72,1,1,0.3037974683544304,0,0.0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,1,0,0,1,72,1,1,0.26582278481012656,0,0.0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,1,0,0,1,72,1,1,0.31645569620253167,0,0.0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,1,0,0,0,72,1,1,0.5569620253164557,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,1,0,0,0,0,1,256,1,0,0.27848101265822783,0,0.0,0.0002374075099908994,0.002532561505065123,0.05230800241886716,0.031070402298850573
0,0,0,0,1,0,0,0,1,0,1,326,0,1,0.810126582278481,0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,0,0,1,0,0,1,102,0,0,0.4050632911392405,0,0.0005187170398547592,0.11482609899893167,0.0,0.14200765974601895,0.004849137931034483
0,0,0,0,0,1,0,0,0,0,1,263,0,0,0.5316455696202531,0,0.0,0.0,0.05740472744814279,0.020258012497480347,0.00026939655172413793
0,0,0,1,0,0,0,1,0,0,1,120,1,1,0.3670886075949367,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,1,0,0,0,1,0,259,1,1,0.05063291139240506,0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,0,0,0,0,0,1,121,1,0,0.21518987341772153,0,0.08472378317627734,0.0,0.000844187168355041,0.0,0.0
0,0,0,0,1,0,0,0,0,0,1,329,0,0,0.26582278481012656,0,0.0,0.0,0.0890014471780029,0.004333803668615199,0.0017959770114942528
0,1,0,0,0,0,0,1,0,0,1,60,0,1,0.6582278481012658,0,0.0,0.0,0.0,0.0,0.0
0,1,0,0,0,0,0,1,0,0,1,60,0,1,0.3670886075949367,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,0,0,1,315,1,0,0.4430379746835443,0,0.031728192271116104,0.0021366675899180945,0.0,0.024138278572868373,0.0
0,0,0,0,1,0,0,0,1,0,0,319,1,1,0.2911392405063291,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,0,0,1,320,1,0,0.34177215189873417,0,0.0008645283997579321,0.00015827167332726626,0.0014471780028943561,0.00010078613182826043,0.05046695402298851
0,0,0,0,0,1,0,0,0,0,1,271,0,1,0.10126582278481013,0,0.0,0.0,0.0,0.0,0.0
0,1,0,0,0,0,0,1,0,0,1,63,1,0,0.25316455696202533,0,0.0,0.0021366675899180945,0.00036179450072358903,0.25075589598871195,0.12266522988505747
0,1,0,0,0,0,0,1,0,0,0,63,1,1,0.20253164556962025,0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,0,0,0,0,0,1,123,1,0,0.4430379746835443,0,0.0,0.008546670359672378,0.001085383502170767,0.0020157226365652087,0.03237248563218391
0,0,0,0,1,0,0,0,1,0,1,332,0,0,0.5569620253164557,0,0.05913374254344255,0.0,0.07296189097925712,0.0,0.0
0,0,0,0,1,0,0,0,0,0,1,333,0,0,0.24050632911392406,0,0.0,0.0002374075099908994,0.1467679691268693,0.04600886917960089,0.00013469827586206896
0,1,0,0,0,0,0,1,0,0,1,64,1,1,0.02531645569620253,0,0.0,0.0,0.0,0.0,0.0
0,1,0,0,0,0,0,1,0,0,1,64,1,0,0.37974683544303794,0,0.0,0.1220670280536541,0.001567776169802219,0.010683329973795605,0.013335129310344827
0,1,0,0,0,0,0,1,0,0,1,64,1,0,0.35443037974683544,0,0.0,0.24868436671546712,0.0,0.06556137875428342,0.004849137931034483
0,0,0,1,0,0,0,0,0,0,1,196,0,1,0.5569620253164557,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,0,0,1,322,1,0,0.25316455696202533,0,0.0001729056799515864,0.02662920903731255,0.013965267727930535,0.0,0.0018408764367816091
0,0,0,0,0,1,0,0,0,0,1,275,0,1,0.27848101265822783,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,0,0,1,323,1,0,0.17721518987341772,0,0.0,0.0451469948166027,0.0,0.0,0.00031429597701149425
0,0,0,0,1,0,0,0,0,0,1,337,0,0,0.25316455696202533,0,0.0,0.026550073200648915,0.006753497346840328,0.0,0.0
0,0,0,0,1,0,0,0,0,0,1,324,1,0,0.569620253164557,0,0.0,0.003640248486527124,0.024360829715388325,0.01365652086272929,0.016253591954022987
0,0,0,0,1,0,0,0,0,0,0,325,1,0,0.24050632911392406,0,0.0,0.0,0.0,0.019854867970167306,0.014682112068965516
0,0,0,1,0,0,0,0,1,0,1,516,0,0,0.5316455696202531,0,0.02135385147402092,0.0,0.003256150506512301,0.035627897601290065,0.0014367816091954023
0,0,0,0,1,0,0,0,0,0,1,340,0,0,0.2911392405063291,0,0.05965245958329731,0.00015827167332726626,0.00120598166907863,0.0,0.0
0,0,0,0,0,1,0,0,0,0,1,279,0,0,0.5443037974683544,0,0.0,0.0008704942032999644,0.0,0.0003023583954847813,0.03946659482758621
0,0,0,0,1,0,0,0,1,0,1,329,1,0,0.25316455696202533,0,0.04599291086712198,0.0,0.09008683068017366,0.0005039306591413022,0.0
0,0,0,0,1,0,0,0,1,0,1,329,1,1,0.13924050632911392,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,1,0,1,329,1,0,0.25316455696202533,0,0.04123800466845336,0.03212914968543505,0.0,0.0,0.0
